Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS
0,21.849705,1.770612,133.96335,1,1,3.0,3.0,2,0,2.825629,0,1.399183,0.928972,2,3
0,25.966503,1.63073,104.79055,1,1,3.0,3.0,2,0,2.436097,0,0.129178,0.683736,2,3
1,29.681309,1.680058,89.994354,1,1,2.104772,2.376374,2,0,2.218691,0,1.52184,0.0,2,0
0,21.285965,1.72692,131.33578,1,1,3.0,3.0,2,0,1.796267,0,1.728332,0.897924,2,3
0,20.908785,1.700996,126.490234,1,1,3.0,3.0,2,0,1.242832,0,0.530925,0.575969,2,3
1,31.484493,1.707613,82.58689,1,1,2.795086,3.250467,2,0,1.367876,0,0.022958,0.0,3,0
1,40.973007,1.749405,109.908775,1,1,2.176317,2.986637,2,0,1.015672,0,0.94141,0.0,3,0
1,17.0,1.72,62.0,0,1,2.0,3.0,0,0,2.0,0,3.0,1.0,3,3
1,23.884212,1.713825,83.952965,1,1,2.0,2.6648,2,0,1.810738,0,0.80989,1.0,2,3
1,18.0,1.74,86.0,0,0,3.0,3.0,2,0,2.0,0,3.0,0.0,3,3
1,29.88302,1.779049,112.43851,1,1,2.065752,3.0,2,0,2.078297,0,0.0,0.677354,2,0
1,20.880161,1.674327,80.0,1,1,2.0,3.0,2,0,2.0,0,1.66639,1.443212,3,3
1,27.558802,1.801224,119.050385,1,1,2.744994,3.0,2,0,2.478838,0,0.684487,0.677909,2,3
0,26.0,1.631547,111.58862,1,1,3.0,3.0,2,0,2.554007,0,0.0,0.252635,2,3
0,16.0,1.66,58.0,0,0,2.0,1.0,2,0,1.0,0,0.0,1.0,3,4
0,20.0,1.6,50.0,0,1,2.0,3.0,2,0,1.0,0,0.0,1.0,3,0
0,20.3756,1.787195,151.97586,1,1,3.0,3.0,2,0,2.304716,0,0.82666,0.914492,2,3
0,26.0,1.649178,111.91436,1,1,3.0,3.0,2,0,2.884077,0,0.0,0.096576,2,3
0,23.69484,1.637524,113.90506,1,1,3.0,3.0,2,0,2.495961,0,0.189831,0.652289,2,3
1,25.136116,1.76414,113.089714,1,1,1.168856,3.0,2,0,2.013205,0,1.246223,0.00159,2,3
0,23.0,1.668649,80.45834,1,1,2.0,2.256119,2,0,1.142873,0,0.807076,1.611271,3,3
1,28.2552,1.816547,120.69912,1,1,2.997951,3.0,2,0,2.715856,0,0.739881,0.972054,2,0
0,27.0,1.6,61.0,0,1,3.0,3.0,0,0,2.0,0,0.0,0.0,2,0
0,23.652435,1.562724,80.5357,1,1,2.0,1.0,2,0,2.0,0,0.389717,0.0,3,3
0,30.255745,1.652084,73.57598,1,1,2.0,3.0,2,0,1.0,0,0.0,0.018877,2,0
1,26.05011,1.773115,115.08932,1,1,2.392179,3.0,2,0,2.16467,0,1.079934,1.073026,2,3
1,18.0,1.767058,51.13281,1,1,2.708965,3.0,2,0,1.873004,0,1.21718,1.0,2,3
1,20.738468,1.759933,55.003418,1,1,2.627031,3.832911,2,0,2.993448,0,2.0,1.425903,3,3
0,28.583944,1.57856,65.52274,1,0,2.0,2.283673,2,0,1.970622,0,1.863258,1.581703,2,3
1,23.0,1.791867,90.0,1,1,2.067817,3.0,2,0,1.082084,0,0.0,1.922364,2,3
0,17.767431,1.74379,50.0,0,1,1.344854,4.0,1,0,1.0,0,2.0,1.0,2,3
1,18.0,1.755823,52.331173,0,1,2.596364,3.0,2,0,2.0,0,0.281734,1.488372,2,3
1,30.551762,1.784377,102.872505,1,1,2.271306,3.0,2,0,1.771198,0,2.0,0.413752,2,0
1,17.282946,1.821514,59.605026,1,1,2.613249,3.712183,2,0,2.0,0,2.002997,0.174848,3,0
0,23.0,1.61082,82.533,1,1,2.09663,2.879541,2,0,2.432967,0,1.887012,0.0,3,3
0,26.0,1.622703,111.216194,1,1,3.0,3.0,2,0,2.707201,0,0.0,0.167272,2,3
0,25.19291,1.7,80.74966,1,1,2.54527,3.0,2,0,2.269564,0,0.503122,1.0,1,3
1,22.200779,1.769328,105.00057,1,1,2.685484,3.0,2,0,2.649459,0,1.0,0.0,2,3
1,29.506287,1.82697,108.7515,1,1,2.0,2.877583,2,0,2.358038,0,0.877295,1.817146,2,0
0,25.909353,1.644078,102.27776,1,1,3.0,3.0,2,0,1.029241,0,0.075776,1.0,2,3
1,20.0,1.65,80.0,1,0,2.0,3.0,2,0,2.0,0,1.0,2.0,3,4
1,33.009285,1.741192,84.773346,1,1,2.0,3.0,2,0,2.035954,0,1.210736,0.0,3,0
0,21.0,1.6,61.0,0,1,2.0,3.0,2,0,1.0,0,1.0,1.0,2,3
1,29.891474,1.76003,112.40919,1,1,2.262292,3.0,2,0,2.115354,0,0.0,0.847587,2,0
0,18.86915,1.756774,79.98979,1,1,2.0,2.658639,2,0,2.781628,0,1.955992,1.409198,1,3
1,17.080494,1.782756,56.02942,1,1,2.0,4.0,2,0,2.28525,0,2.0,1.162801,3,0
1,18.0,1.70653,51.12175,1,1,2.0,3.0,2,0,2.0,0,0.0,1.329237,2,3
1,31.571392,1.767485,120.15805,1,1,2.57691,3.0,2,0,2.080187,0,1.04268,0.376683,2,0
0,17.099014,1.6,65.0,1,1,3.0,2.401341,2,0,2.0,1,0.663896,1.753745,2,3
1,23.912388,1.774983,119.0818,1,1,2.425503,2.996834,2,0,2.017602,0,1.580263,0.531769,2,3
0,23.0,1.634688,82.628,1,1,2.060922,2.933409,2,0,2.235282,0,0.380633,0.0026,3,3
1,30.595633,1.910672,129.23271,1,1,2.497548,3.0,2,0,1.362583,0,1.144076,0.173232,2,3
1,31.387981,1.810215,105.25436,1,1,2.39728,2.036794,2,0,2.659419,0,1.062011,1.771135,2,0
0,19.431662,1.631662,82.0,1,1,2.843456,2.937989,2,0,1.001995,0,0.0,1.554404,3,3
0,18.003153,1.729996,75.816864,1,1,2.992329,3.0,2,0,2.004908,0,1.0,1.405086,1,3
1,23.0,1.68,60.0,0,0,2.0,4.0,1,0,2.0,0,0.0,0.0,3,4
0,25.113537,1.505387,63.715218,1,0,2.0,1.193729,2,0,1.846441,0,0.546402,0.235711,3,3
1,39.65656,1.789992,98.02177,1,1,2.043359,2.209314,2,0,2.785804,0,1.259613,0.669616,2,0
0,31.166573,1.680858,71.81338,1,1,2.048216,3.0,2,0,1.305816,0,0.170452,0.276806,2,0
0,25.974445,1.628855,108.090004,1,1,3.0,3.0,2,0,1.757105,0,0.085119,0.465444,2,3
1,19.97981,1.75336,54.997375,1,1,2.0,3.494849,2,0,2.976672,0,1.94907,2.0,3,3
1,31.264627,1.803129,91.052216,1,1,2.0,3.0,2,0,1.199517,0,0.047738,0.163329,2,3
1,22.758999,1.859717,121.28453,1,1,2.654076,2.574108,2,0,1.78471,0,1.170537,0.0,2,3
1,25.539412,1.787052,115.428276,1,1,1.992889,3.0,2,0,2.141271,0,1.121038,0.0,2,3
0,21.0,1.618148,68.9814,1,1,1.142468,3.0,3,0,2.197732,0,0.827506,0.572877,2,3
0,20.941942,1.812963,138.73062,1,1,3.0,3.0,2,0,2.641489,0,0.481555,0.735201,2,3
1,20.0,1.8,65.0,0,1,2.0,3.0,1,0,1.0,0,2.0,0.0,2,2
1,21.797388,1.775584,103.605896,1,1,2.121909,3.0,2,0,2.500556,0,1.20758,0.0,3,3
1,21.0,1.82,67.0,0,1,2.0,4.0,0,1,3.0,0,3.0,2.0,2,4
0,25.907833,1.623113,102.555695,1,1,3.0,3.0,2,0,1.063422,0,0.051097,0.543118,2,3
1,41.0,1.75,110.0,1,0,2.0,1.0,2,0,1.0,0,1.0,0.0,1,0
0,42.31607,1.583943,81.9364,1,1,2.490507,2.974204,2,0,1.846754,0,0.0,0.0,3,0
0,21.0,1.66,59.0,0,1,1.0,3.0,0,0,2.0,1,3.0,0.0,3,0
0,24.163527,1.64603,49.839684,1,1,3.0,3.590039,1,0,2.7305,0,0.107078,0.0,3,3
0,25.982262,1.629225,104.838425,1,1,3.0,3.0,2,0,2.556068,0,0.01682,0.58284,2,3
1,23.15431,1.723072,82.33846,1,1,2.315932,2.658478,2,0,1.568476,0,0.949976,0.544899,2,3
0,22.0,1.69,65.0,1,1,2.0,3.0,2,0,2.0,0,1.0,1.0,2,3
0,21.840654,1.747479,136.51665,1,1,3.0,3.0,2,0,1.607531,0,1.963379,0.858392,2,3
0,22.176922,1.71746,51.49196,1,1,2.486189,3.0,1,0,1.064378,0,2.206055,1.958089,3,3
1,21.33343,1.716545,80.005806,1,1,2.0,2.783336,2,0,2.0,0,2.536615,1.206535,3,3
1,22.580038,1.849507,121.560936,1,1,3.0,2.272801,2,0,1.560064,0,0.79677,0.0,2,3
0,21.680122,1.749118,133.9551,1,1,3.0,3.0,2,0,2.827773,0,1.412357,0.901071,2,3
0,17.0,1.65,67.0,1,1,3.0,1.0,2,0,2.0,0,1.0,1.0,3,4
0,19.272573,1.71367,50.0,0,1,1.005578,4.0,1,0,1.0,0,1.683957,0.704978,2,3
1,31.205667,1.877732,127.161385,1,1,2.731368,3.0,2,1,1.486824,0,1.485978,1.150439,2,3
1,31.86893,1.75,118.1029,1,1,2.139196,3.0,2,0,2.04843,0,0.368026,0.360986,2,0
0,26.0,1.634894,111.94632,1,1,3.0,3.0,2,0,2.737353,0,0.0,0.076094,2,3
1,30.451174,1.758539,111.95042,1,1,1.067909,3.656401,2,0,1.98459,0,0.054238,0.0,2,0
1,19.0,1.8,80.0,0,1,2.0,1.0,2,0,2.0,0,2.0,1.0,2,3
0,26.0,1.629191,104.826775,1,1,3.0,3.0,2,0,2.654702,0,0.0,0.555468,2,3
0,26.0,1.608283,105.35969,1,1,3.0,3.0,2,0,2.476002,0,0.0,0.546345,2,3
1,25.994392,1.753321,107.99882,1,1,3.0,3.0,2,0,1.776991,0,1.757724,0.0,2,0
1,29.981495,1.773181,112.348724,1,1,1.947495,3.0,2,0,2.042073,0,0.0,0.618087,2,0
1,18.0,1.707259,50.66446,1,1,1.786841,3.0,2,0,1.546856,0,0.512094,1.608265,2,3
0,24.317608,1.586751,79.10903,1,1,2.0,1.0,2,0,2.0,0,0.852446,0.0,3,3
1,35.322113,1.78,102.26595,1,1,2.787589,1.114564,2,0,3.0,0,2.710338,0.572185,2,0
1,25.717522,1.673491,103.706184,1,1,2.668949,1.134321,2,0,1.279443,0,0.11243,1.135503,3,3
1,22.591438,1.65,80.0,1,1,2.0,3.0,2,0,2.0,0,0.451078,2.0,3,3
1,23.0,1.62,53.0,1,1,2.0,3.0,2,0,2.0,0,1.0,1.0,2,3
0,18.0,1.649439,84.897736,1,1,2.0,3.0,2,0,1.039313,0,1.0,0.0,3,3
0,19.317148,1.731195,49.650898,0,1,2.919751,3.576103,2,0,1.949308,0,1.940182,1.0,2,3
1,21.0,1.62,70.0,0,1,2.0,1.0,3,0,3.0,0,1.0,0.0,2,3
1,26.69858,1.816298,86.96377,0,1,2.341133,1.578521,2,0,2.0,0,2.0,0.554072,3,0
0,20.254534,1.56948,41.32456,0,1,2.392665,1.0,1,0,1.0,0,0.0,0.738269,2,3
0,19.012873,1.742062,133.77992,1,1,3.0,3.0,2,0,2.70196,0,1.465909,0.813235,2,3
0,21.243141,1.598019,44.845654,0,0,3.0,1.72626,1,0,2.444125,0,1.31817,0.0,3,3
1,30.0,1.8,91.0,1,1,2.0,3.0,1,0,2.0,0,0.0,0.0,2,3
1,27.394123,1.764138,112.32321,1,1,1.924632,3.0,2,0,2.006595,0,0.1768,0.511694,2,0
0,40.0,1.570811,62.21157,1,1,2.253371,3.0,2,0,2.756916,0,1.016042,0.213437,2,0
1,23.80679,1.732492,84.5578,1,1,2.992205,3.0,2,0,2.413813,0,0.458237,0.688293,2,3
1,25.0,1.7,83.0,0,1,3.0,3.0,2,0,3.0,1,3.0,0.0,3,2
0,24.320154,1.577921,65.29318,1,0,2.03414,2.741413,2,0,1.996384,0,1.276552,1.019452,3,3
0,25.998646,1.640741,104.80854,1,1,3.0,3.0,2,0,2.653531,0,0.190061,0.692343,2,3
1,25.0,1.7,83.0,1,1,2.0,3.0,1,0,2.0,0,0.0,1.0,2,3
0,25.498964,1.68395,104.84682,1,1,3.0,3.0,2,0,1.241378,0,0.259427,0.852362,2,3
1,18.038422,1.698914,51.692272,1,1,2.824559,3.0,2,0,2.0,0,0.533309,1.099764,2,3
0,21.0,1.754813,77.92921,1,1,2.915279,1.104642,2,0,1.530046,0,1.360635,0.0,2,3
0,19.0,1.65,82.0,1,1,3.0,3.0,2,0,1.0,0,0.0,1.0,2,3
0,23.0,1.5,55.0,1,1,3.0,3.0,2,0,2.0,0,1.0,0.0,2,2
0,22.956844,1.618686,81.28158,1,1,2.396265,1.073421,2,0,1.979833,0,0.022598,0.061282,3,3
1,24.12259,1.856759,95.887054,1,1,1.116068,2.449067,2,0,2.0,0,0.92635,1.97117,2,3
0,25.902283,1.669701,104.585785,1,1,3.0,3.0,2,0,1.570188,0,0.210351,0.881848,2,3
1,35.0,1.77,85.0,1,0,3.0,3.0,1,0,3.0,0,2.0,1.0,2,0
1,21.746113,1.668553,94.45439,1,1,2.0,2.968098,2,0,2.0,0,0.0,1.292476,3,3
1,19.0,1.7,65.0,1,0,2.0,3.0,1,0,2.0,0,1.0,0.0,3,3
1,24.0,1.75,84.0,0,1,3.0,3.0,3,0,2.0,1,1.0,0.0,2,3
1,26.734476,1.816197,119.622765,1,1,2.247037,3.0,2,0,2.718408,0,0.763595,0.0,2,3
1,21.544554,1.84998,122.60991,1,1,3.0,1.971659,2,0,1.179254,0,0.178856,0.0,2,3
0,18.0,1.6,58.0,1,1,2.0,3.0,2,0,3.0,0,3.0,0.0,3,3
1,29.881302,1.758189,108.72189,1,1,3.0,3.0,2,0,1.271178,0,1.944728,0.0,2,0
1,19.0,1.82,87.0,1,1,2.0,3.0,2,0,2.0,0,0.0,0.0,3,3
1,31.755386,1.775416,121.204666,1,1,2.758394,3.0,2,0,2.161303,0,0.428173,0.716327,2,0
0,21.009438,1.60681,67.77391,1,1,2.0,3.156309,3,0,3.0,0,1.179592,0.086868,2,3
1,29.721964,1.918859,129.99162,1,1,2.041376,3.0,2,0,1.120213,0,1.05545,0.0,2,3
0,19.442663,1.627812,82.0,1,1,1.081585,2.870661,2,0,1.11756,0,0.0,1.616826,2,3
1,29.153908,1.773656,87.07024,0,1,1.595746,3.618722,2,0,1.274389,0,1.504003,0.370067,3,0
0,26.0,1.623707,105.03746,1,1,3.0,3.0,2,0,2.553198,0,0.0,0.393838,2,3
0,19.621546,1.566524,61.616,0,1,2.908757,2.696051,2,0,1.622827,1,0.539952,0.001096,2,3
0,25.765629,1.627839,108.10736,1,1,3.0,3.0,2,0,2.320068,0,0.045246,0.413106,2,3
0,39.39257,1.706349,85.72079,1,1,2.944287,1.466393,2,0,2.442775,0,0.675262,0.779334,3,0
0,20.08997,1.801478,151.4173,1,1,3.0,3.0,2,0,2.226081,0,1.881761,0.933964,2,3
0,37.35629,1.559499,77.26813,1,1,2.0,3.0,2,0,1.630528,0,0.0,0.0,2,0
0,26.0,1.584782,105.055595,1,1,3.0,3.0,2,0,1.197667,0,0.0,0.534769,2,3
1,23.0,1.72,76.0,1,0,3.0,4.0,1,0,1.0,0,0.0,0.0,2,3
1,21.834894,1.722785,94.094185,1,1,2.0,2.966803,2,0,2.0,0,0.0,1.281541,3,3
1,26.0,1.72,65.0,1,1,2.0,3.0,2,0,2.0,0,0.0,1.0,2,4
1,33.17415,1.75015,118.29958,1,1,2.218599,3.0,2,0,2.104337,0,0.766007,0.262118,2,0
1,36.67933,1.780725,98.79017,1,1,2.540949,1.116401,2,0,2.929123,0,2.787319,0.732881,1,0
1,21.0,1.62,70.0,0,1,2.0,1.0,3,0,3.0,0,1.0,0.0,2,3
1,20.432716,1.719342,80.79081,1,1,2.215464,2.116195,2,0,1.80996,0,1.910577,0.971746,3,3
1,18.0,1.82,80.0,1,1,2.0,3.0,2,0,2.0,0,3.0,2.0,3,4
1,33.270447,1.733439,84.75383,1,1,2.631565,2.627173,2,0,2.253422,0,2.690756,0.845774,3,0
1,22.0,1.84,84.0,1,1,3.0,3.0,1,0,2.0,1,3.0,0.0,2,3
1,21.701643,1.896073,90.52446,1,1,2.427689,3.715306,2,0,2.876096,0,1.815768,0.426465,2,3
0,20.979254,1.75655,78.721695,1,1,2.0,3.0,2,0,2.813234,0,0.228753,2.0,1,3
1,25.2984,1.827279,120.99607,1,1,3.0,3.0,2,0,3.0,0,1.110215,0.396352,2,3
1,21.0,1.85,83.0,1,1,2.0,1.0,1,0,3.0,0,1.0,0.0,3,3
1,23.96365,1.792998,116.102615,1,1,1.994679,3.0,2,0,2.0,0,0.966617,0.739006,2,3
0,25.99495,1.593321,110.16817,1,1,3.0,3.0,2,0,2.447306,0,0.000454,0.486558,2,3
0,19.0,1.5,45.0,0,1,2.0,3.0,2,0,1.0,0,0.0,0.0,2,3
0,29.08107,1.674568,71.60262,1,1,2.0,3.0,2,0,1.701835,0,1.682271,0.0,2,0
1,33.0,1.85,97.92035,1,1,2.0,3.0,2,0,1.117464,0,1.0,0.663649,2,3
0,20.102242,1.816868,153.95995,1,1,3.0,3.0,2,0,2.414739,0,1.917014,0.927982,2,3
0,22.0,1.6,55.0,0,0,3.0,4.0,0,0,3.0,0,2.0,0.0,3,3
1,27.439056,1.785277,112.7408,1,1,2.155182,3.0,2,0,2.049079,0,0.0,1.74992,2,0
1,19.96247,1.756338,54.98234,1,1,2.277436,3.502604,2,0,2.891713,0,1.696294,1.894902,3,3
1,26.288418,1.767806,82.69469,1,1,1.947405,3.118013,2,0,2.136159,0,0.783963,0.88868,3,3
0,19.66588,1.676346,49.105026,0,0,2.720701,3.0,2,0,2.0,0,1.862235,1.0,2,3
1,23.0,1.72,82.0,1,1,2.0,1.0,2,0,1.0,0,1.0,1.0,2,3
0,22.0,1.5,49.0,1,0,2.0,1.0,2,0,2.0,0,3.0,0.0,3,4
0,25.992348,1.606474,104.95429,1,1,3.0,3.0,2,0,2.331123,0,0.063383,0.561661,2,3
1,18.0,1.783906,109.20761,1,1,2.0,1.867836,2,0,2.438398,0,1.0,0.802305,3,3
1,23.0,1.654961,94.79058,1,1,2.0,3.0,2,0,1.490613,0,0.654316,1.0,3,3
1,21.0,1.62,70.0,0,1,2.0,1.0,3,0,3.0,0,1.0,0.0,2,3
0,29.463167,1.659172,71.17,1,1,2.0,3.0,2,0,1.281683,0,1.609801,0.0,2,0
0,19.94814,1.530884,39.371525,0,1,1.522001,3.0,2,0,1.98126,0,2.306844,0.720454,2,3
1,23.0,1.7425,105.02866,1,1,2.393837,3.0,2,0,2.01499,0,0.978815,0.41322,2,3
1,34.162,1.705682,103.067764,1,1,2.562687,2.100918,2,0,1.458545,0,1.167856,0.412329,3,3
0,30.0,1.71,82.0,1,1,3.0,4.0,1,1,1.0,0,0.0,0.0,3,0
1,33.0,1.85,93.0,1,1,2.0,3.0,2,0,1.0,0,1.0,1.0,2,4
1,18.0,1.811738,108.89732,1,1,2.0,1.202179,2,0,2.36293,0,1.0,1.47574,3,3
1,21.0,1.79,105.0,1,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,3
1,29.791101,1.703317,102.59217,1,1,2.654792,1.077331,2,0,1.345407,0,0.327418,0.386861,3,3
1,23.0,1.7,69.0,0,1,3.0,1.0,1,0,1.0,0,2.0,1.0,2,3
1,31.36347,1.869323,127.50741,1,1,2.939727,3.0,2,1,1.344122,0,0.923428,1.432336,2,3
0,39.965473,1.739293,80.91438,0,1,2.416044,3.196043,2,0,1.352649,0,0.148628,1.08266,2,0
1,21.084625,1.787264,58.585148,1,1,2.530233,3.24934,2,0,2.387945,0,1.976341,1.672508,3,0
0,31.0,1.58,68.0,1,0,2.0,1.0,2,0,1.0,0,1.0,0.0,2,3
1,29.620094,1.787933,112.53637,1,1,2.008245,3.0,2,0,2.040137,0,0.0,0.474216,2,0
0,18.0,1.763465,50.279053,0,1,1.567101,3.0,2,0,1.994139,0,0.107981,1.0,2,3
0,23.0,1.615854,80.615326,1,1,2.0,1.0,2,0,2.0,0,0.026142,0.0,3,3
1,21.0,1.65,53.0,1,1,2.0,3.0,2,0,2.0,0,1.0,0.0,2,3
0,37.95537,1.560648,80.0,1,1,2.846452,1.139317,2,0,1.459511,0,1.71807,0.0,2,0
0,18.107092,1.703259,91.49968,1,1,1.899793,3.0,2,0,1.439962,0,0.9529,0.838847,2,3
1,31.4907,1.773521,120.20971,1,1,2.777165,3.0,2,0,2.106861,0,0.925941,0.2916,2,0
1,18.0,1.7,55.3,1,1,3.0,3.0,2,0,2.0,0,3.0,0.0,2,3
1,18.426619,1.777108,57.145916,1,1,2.0,3.092116,2,0,2.426465,0,2.0,1.839862,3,0
1,30.702559,1.86198,126.41841,1,1,2.927187,3.0,2,0,1.508796,0,0.902776,1.015467,2,3
1,17.758314,1.854162,59.881317,1,1,2.966126,3.96981,2,0,2.0,0,2.000088,0.378619,3,0
1,18.701765,1.704908,81.384224,1,1,2.650629,1.0,2,0,1.708083,0,1.876051,0.938791,2,3
1,22.58237,1.753081,95.26909,1,1,2.0,3.0,2,0,3.0,0,3.0,2.0,3,3
1,20.0,1.6,50.0,0,0,2.0,3.0,2,0,1.0,0,0.0,0.0,2,3
0,22.970655,1.751691,55.967655,1,1,2.478891,3.371832,1,0,2.004126,0,2.0,0.327376,3,3
0,36.0,1.63,80.0,1,0,3.0,3.0,2,0,1.0,0,0.0,0.0,2,0
1,26.778685,1.780089,113.15464,1,1,2.219186,3.0,2,0,2.092326,0,0.545919,1.74288,2,0
1,20.0,1.87,75.0,0,1,2.0,3.0,1,0,1.0,0,1.0,1.0,2,3
0,19.0,1.6,45.0,0,0,3.0,3.0,3,0,3.0,1,2.0,0.0,3,4
1,25.137087,1.772045,114.06794,1,1,1.624366,3.0,2,0,2.081719,0,1.538922,0.356868,2,3
0,20.0,1.66,60.0,1,0,3.0,3.0,2,0,2.0,0,1.0,0.0,2,4
0,20.0,1.62,45.0,0,1,3.0,3.0,1,0,1.0,0,1.0,0.0,2,3
0,17.781183,1.6,65.0,1,1,3.0,2.973504,2,0,2.0,1,0.178976,0.166076,2,3
0,31.0,1.68,63.0,1,1,3.0,1.0,1,0,2.0,0,1.0,1.0,2,0
1,17.57009,1.7,83.199036,1,0,2.097373,2.547086,2,0,1.538626,0,1.0,0.761898,3,3
1,34.098175,1.841151,91.7981,1,1,2.0,2.997414,2,0,1.259454,0,0.935217,0.9976,2,0
0,37.532066,1.615385,80.0,1,1,2.972426,3.0,2,0,1.636326,0,0.0,0.0,2,0
1,25.15462,1.758398,112.08902,1,1,1.108663,3.0,2,0,2.0,0,1.230219,0.001716,2,0
1,21.872484,1.699998,95.56443,1,1,2.0,2.970675,2,0,2.0,0,0.0,0.169294,3,3
1,37.20708,1.762921,118.40174,1,1,2.13683,2.993084,2,0,1.885926,0,0.615298,0.0,2,0
1,21.0,1.676014,75.0,1,1,2.0,3.0,2,0,1.164062,0,1.0,0.0,2,3
0,26.0,1.622397,110.79263,1,1,3.0,3.0,2,0,2.704507,0,0.0,0.29499,2,3
0,26.0,1.650125,111.939674,1,1,3.0,3.0,2,0,2.770732,0,0.0,0.125235,2,3
1,21.0,1.62,70.0,0,1,2.0,1.0,3,0,3.0,0,1.0,0.0,2,3
0,19.275686,1.623377,82.85132,1,1,1.276858,2.918124,2,0,1.403784,0,0.552511,1.560402,2,3
0,21.768152,1.76416,133.88863,1,1,3.0,3.0,2,0,2.32502,0,1.441791,0.918468,2,3
1,19.671877,1.699474,78.0,1,0,1.925064,2.358298,2,0,2.774043,0,0.0,0.133566,3,3
1,26.0,1.91,84.0,1,1,3.0,3.0,1,1,2.0,0,2.0,2.0,1,3
0,37.974483,1.560215,80.0,1,1,2.569075,2.463113,2,0,1.567366,0,0.359134,0.0,2,0
0,40.466312,1.559005,77.60149,1,1,2.0,3.0,2,0,1.572371,0,0.0,0.0,2,0
1,31.19022,1.842812,125.97393,1,1,2.151335,3.0,2,1,1.491169,0,0.883542,0.527766,2,3
0,21.996523,1.733263,50.89036,0,0,3.0,3.765526,1,0,1.656082,0,0.42777,0.555967,2,3
0,21.0,1.54,47.0,1,0,3.0,3.0,0,0,1.0,0,2.0,0.0,3,3
1,26.225443,1.773664,116.16033,1,1,2.442536,3.0,2,0,2.174371,0,0.0,1.928972,2,3
0,26.0,1.640535,111.55597,1,1,3.0,3.0,2,0,2.634342,0,0.0,0.178301,2,3
1,24.001196,1.603091,100.209404,1,1,3.0,1.02075,2,0,1.0,0,0.233056,1.707421,3,3
1,27.93982,1.694642,99.70933,1,1,2.772027,2.454432,2,0,1.0,0,0.858554,0.051268,3,3
0,16.0,1.55,45.0,0,1,2.0,3.0,1,0,2.0,0,1.0,1.0,3,3
0,38.46454,1.696423,78.96792,1,1,3.0,3.0,2,0,2.981604,0,0.0,0.0,3,0
1,30.07937,1.810616,92.86025,1,1,2.0,3.0,2,0,1.622638,0,0.033745,0.105895,2,3
0,19.091347,1.603923,45.0,0,0,3.0,3.0,1,0,1.28246,1,1.60195,0.0,2,3
1,25.45763,1.837399,95.95203,1,1,1.122127,2.865657,2,0,2.0,0,1.28775,1.944177,2,3
1,33.0,1.85,99.0,1,1,2.0,3.0,2,1,3.0,0,1.0,0.0,2,0
1,33.01526,1.73196,84.315605,1,1,2.0,3.0,2,0,2.205911,0,1.293396,0.0,3,0
0,19.816229,1.507853,64.25938,0,1,2.568063,3.0,2,0,1.817983,1,0.0,0.0,2,3
0,38.097397,1.696954,78.15604,1,1,3.0,3.0,2,0,2.166024,0,0.0,0.0,3,0
1,31.627962,1.762389,118.54874,1,1,2.998441,3.0,2,0,2.462916,0,0.554646,1.99219,2,0
0,16.0,1.6,57.0,0,1,3.0,3.0,2,0,1.0,0,3.0,0.0,3,3
0,19.0,1.76,80.0,1,1,2.0,1.0,2,0,3.0,0,3.0,1.0,3,3
0,19.36434,1.80835,150.51648,1,1,3.0,3.0,2,0,2.305574,0,1.734424,0.863043,2,3
1,25.0,1.79,72.0,1,1,2.0,3.0,2,0,2.0,0,1.0,1.0,2,3
1,20.0,1.8,75.0,0,1,3.0,4.0,0,0,3.0,0,2.0,0.0,2,3
1,18.0,1.65,85.0,0,1,2.0,3.0,2,0,1.0,0,1.0,0.0,2,3
0,19.673262,1.599486,44.810753,0,0,3.0,2.974568,1,0,1.145761,1,0.87967,0.0,2,3
1,18.0,1.792239,108.24438,1,1,2.0,2.141839,2,0,2.939847,0,1.0,0.103056,2,3
1,40.366238,1.722396,109.34902,1,1,2.281963,3.770379,2,0,1.0,0,1.330519,0.0,3,0
1,19.0,1.8,60.0,0,1,2.0,3.0,2,0,1.0,0,1.0,1.0,3,3
1,19.329542,1.767335,55.700497,1,1,2.0,4.0,2,0,2.157395,0,2.0,1.679149,3,0
1,35.719456,1.685947,83.3258,1,1,2.0,1.009426,2,0,2.136398,0,1.060349,0.0,3,0
1,30.610435,1.783914,120.54959,1,1,2.05687,3.0,2,0,2.358088,0,0.093418,1.759954,2,0
1,21.0,1.62,70.0,0,1,2.0,1.0,3,0,3.0,0,1.0,0.0,2,3
0,23.0,1.68,67.0,1,1,2.0,3.0,1,0,1.0,0,0.0,0.0,2,3
1,18.0,1.758787,85.05056,1,1,2.846981,3.0,2,0,2.87781,0,1.0,0.429081,2,3
0,22.998709,1.740108,53.65727,1,1,2.241606,3.0,1,0,1.846626,0,2.460238,0.814518,3,3
1,35.217175,1.823168,91.63026,1,1,2.0,2.9948,2,0,1.290979,0,0.87599,0.85405,2,0
0,16.129278,1.65,85.58349,1,1,2.954996,3.0,2,0,1.0,0,2.091862,1.06053,3,3
0,19.090023,1.562434,70.44277,1,0,2.748243,3.070386,2,0,1.962322,0,1.145752,1.0,3,3
